bgmea_reg_no,contact_person,district,email_address,mailing_address,member_or_company_name,mobile_number,no_employees,no_machines,product_capacity
96,Abdul Muqeed Majumdar (Babu),Dhaka,impress@bangla.net,"40, Shahid Tajuddin Ahmed Sarani, Tejgaon I/A, Tejgaon",Allied Garments Ltd.,1711520553,430,177,120000
1357,M.R. Ali,Dhaka,alimirashraf@gmail.com,"343-344, Tejgaon I/A, Tejgaon",Alliance Fashion Wears Ltd.,1819223036,310,250,36000
5838,Ahsan Shahed Khan,Dhaka,alamgir@rababagroup.com,"The Alliance Building, 63, Pragati Sarani, (9th floor), Baridhara",Alliance Knit Composite Ltd.,,767,666,700000
2890,Engr. Mosharraf Hussain,Dhaka,info@standard-group.com,"Civil Engineers Bhaban, 69, Mohakhali C/A, Mohakhali",Amex Limited,1713062177,762,158,40000
3255,Mohammad Hanif,Dhaka,amexkdil@citechco.net,"39, Circular Road, Siddeswari",Amex Knitting & Dyeing Inds. Ltd. (U-2) G.D.,,400,200,250000
3978,Mohammad Hanif,Dhaka,munir@amexknitting.com,"39, Circular Road, Siddeswari",Amex Apparel Ltd.,,500,310,520000
3898,Mohmmed Abdul Matin MBE,Dhaka,email@fcibd.com,"SFB # 4 (1st &amp; 2nd Floor), Old DEPZ, Ganakbari, Savar, Dhaka",Alliance Stitches Ltd.,01755648385,1200,751,35000
890,Shafiqul Islam,Dhaka,chairman@alliancegroupbd.com,"House # 8 &amp; 10,  Road # 3, Section # 7, Mirpur I/A, Mirpur",Alliance Garments Ltd.,1841771199,600,300,210000
4917,Md. Ali Hossain (Dulal),Dhaka,amb_basher@yahoo.com,"Al-Amin Plaza (1st, 2nd &amp; 3rd Fl), 320, East Rampura, Rampura",Ambition Garments Ltd.,,400,200,90000
4886,Md. Abul Hashem,Chittagong,,"7, Agrabad C/A, Agrabad",Ambia Fashions Ltd.,,0,124,0
5103,Shubal Chandra Saha,Narayanganj,spknit@dandylink.com,"Mid  Town  Complex (4th Floor), 79, B. B. Road, B. B. Road",AMC Knit Composite Ltd.,1711522444,2580,947,2092000
3271,Md. Sohel Rana,Dhaka,mail.ameena@gmail.com,"Abdul Latif Market, Road # 9/C, Sector # 5, Ahalia, Uttara",Amena (Pvt) Ltd.,1711020923,450,295,104000
2524,M.H. Bari,Dhaka,ameenfa@gmail.com,"House # 39, Road # 4/A, Dhanmondi R/A, Dhanmondi",Ameen Fabrics Ltd.,1711531850,377,200,40000
2866,Monoj Kumar Paul,Gazipur,monojpaul@groupdanny.com,"House#64, Road#05, Sector#12, Uttara, Dhaka, Bangladesh, Gazipur",AMC Sweaters Ltd.,01711563963,1000,946,107510
3044,Md. Abul Quashem,Chittagong,aa@spnetctg.com,"7, Agrabad C/A, Agrabad",Ambia Apparels Ltd.,,280,249,60000
2975,Khalequzzaman Chowdhury,Dhaka,padma@bdcom.com,"Printers Bullding (4th &amp; 5th floor), 5, Rajuk Avenue, Motijheel",Ameertex Limited,1711601145,212,78,175000
4421,A.L.M. Ziaul Hoque,Dhaka,z.hoque@fareastbd.com,"House # 445 (2nd Floor), Road # 7, DOHS, Baridhara",Amazing Fashions Ltd.,1713037798,1298,709,468000
5936,Khandakar Shaiful Islam,Narayanganj,,"Amana Complex, Masdair,, Gorosthan Mor,, Fatullah",Amana Textile,1819239342,325,113,188750
5552,Md. Mahabub Hossain,Dhaka,mahabub@unifillgroup.net,"Plot # 150/B (3rd Floor), Road # 22, New DOHS, Mohakhali",Aman Winter Wears Ltd.,1711520040,510,308,180000
4808,Md. Rafiqul Islam,Dhaka,rafique@amangroupbd.com,"2, Isa Kha Avenue, Uttara Model Town, Sector # 6, Uttara",Amantex Ltd.,19266664999,3200,1620,1872000
5929,Khandakar Shaheen Ibrahim,Narayanganj,,"Amana Complex, Masdair,, Gorosthan, Gabtoli Mor,, Fatullah",Amana Knittex,1711532579,325,117,188750
5855,Md. Nur-E-Alamh (Taranga),Dhaka,amanahfashionbd@gail.com,"House # 30, Hazi Mofiz Uddin Member Road, Hajipara, North Badda",Amanah Fashion Ltd.,,278,193,75000
6090,Md. Rafiqul Islam,Dhaka,info@amangroupbd.com,"2, Ishakha Avenue, Sector # 6, Uttara",Aman Tex Unit-2 Ltd.,,3094,250,125000
6887,Fatema Ahmed,Dhaka,masud@eyecropbd.com,"Norsinghopur, Zirabo, Ashulia, Savar, Dhaka",Amanah Apparels,01611896644,368,163,488000
2993,Sharif Zahir,Dhaka,sharif@ananta-bd.com,"Gulshan Center Point, Level-13, House # (23-26), Road # 90, Gulshan-2, Dhaka",Ananta Fashion Ltd.,01711538761,1819,538,120000
1074,Md. Anwar Hossain Begh,Dhaka,,"House # 79, New Airport Road, Block-J, Chairman Bari, Banani",Anannya Fashions Ltd.,1711593891,323,130,50000
4697,Sharif Zahir,Dhaka,sharif@ananta-bd.com,"Gulshan Center Point, Level-13, House # (23-26), Road # 90, Gulshan-2, Dhaka",Ananta Denim Technology Ltd.,01711561557,400,150,180000
5341,Md. Majedul Hoque Chisty,Gazipur,shameem@welltexbd.com,"Meher Super Martet, 53, Tongi Bazar, Tongi",Anan Socks Limited,1711538181,520,350,2000000
1181,Sharif Zahir,Dhaka,sharif@ananta-bd.com,"Gulshan Center Point, Level-13, House # (23-26), Road # 90, Gulshan-2, Dhaka",Ananta Apparels Ltd.,01711538761,1413,485,100000
1073,Md. Jasim Uddin,Dhaka,jasim@anambd.com,"Holding # 02/02, Road # 03, Durgapur, Zirabo, Ashulia, Savar, Dhaka",Anam Garments Ltd.,01713113605,400,300,390000
6051,Md. Amzad Hossain,Gazipur,ananna.sweaters@yahoo.com,"Rabaya Complex, Tangail Road, Chandana, Chowrasta",Ananna Sweaters Ltd.,1711680819,210,200,30000
4909,Sharif Zahir,Dhaka,sharif@ananta-bd.com,"Gulshan Center Point, Level-13, House # (23-26), Road # 90, Gulshan-2, Dhaka",Ananta Casual Wear Ltd.,,400,150,180000
2294,Helal Uddin Chowdhury,Chittagong,helal.usb@gmail.com,"669/E BGMEA Bhaban, 9th Floor, Jamtala",An.An. Apparels Ltd.,1713120819,290,450,175000
5541,A.K.M. Badiul Alam,Gazipur,alam@amtranet.com,"Maa Tower, KBM Road, Tongi",Amtranet Limited,1711523051,2200,1545,525000
4941,Anup Chandra Paul,Chittagong,paulanup@amplefashion.com,"Plot # 1 (2nd Floor), CDA Heavy I/A, Bahir Signal, Kalurghat",Ample Fashion Ltd.,1819388824,320,180,70000
4819,Engr. Mosharraf Hussain,Dhaka,info@standard-group.com,"Civil Engineers Bhaban, 69, Mohakhali C/A, Mohakhali",Amotex Ltd. (Woven Unit),171062177,2935,804,80000
3828,Engr. Md. Atiqur Rahman,Dhaka,atiqur_r@standard-group.com,"Civil Engineers Bhaban, 69, Mohakhali C/A, Dhaka",Amotex Ltd.,01711560560,759,100,50000
4588,Helal Uddin,Chittagong,,"2861, FIDC Road, Kalurghat",Amrjin Apparels Ltd.,,210,86,60000
3464,Md. Shehabudduza Chowdhury,Dhaka,amity@amitydesign.net,"House # 7 &amp; 9, Road # 9, Block - D, Section # 11, Mirpur",Amity Design Ltd.,1711520155,500,250,585000
4501,Omar Faruque Bhuyan,Dhaka,amichi2@gmail.com,"122-123, Darussalam Road (4th Fl), Mirpur Road, Dhaka",Amichi Apparels Ltd.,01712170970,0,0,180000
6867,Md. Azizul Hakim,Dhaka,anisa.textile21@gmail.com,"Durgapur, Zirabo, Ashulia, Savar, Dhaka",Anisa Knitwear Ltd.,01712440438,103,127,1800000
4657,Md. Mahabub Hossain,Dhaka,anamknit@gnbd.net,"House # B-150, Road # 22, New DOHS, Mohakhali",Aman Sweaters Ltd.,1711520040,885,559,106000
5796,Mohiuddin Ahmed Bhuiyan,Dhaka,mnaim@aplusbd.com,"House # 07, Road # 01, Arifabad housing, Section # 07, Mirpur, Dhaka",Amir Shirts Ltd.,01819249941,1600,1185,7200000
930,M. Ahsanul Hoq,Chittagong,,"365, Jubilee Road (2nd floor), Kotawali",Amheco Fabrics (Pvt.) Ltd.,1914140681,700,180,65000
3903,Sukumer Chowdhury,Dhaka,afwl@dhaka.net,"39, Circular Road, Siddeswari",Amity Sweaters Ltd.,1711542905,1200,500,120000
6816,Md. Abdul Barek,Chittagong,shahidmoontaha@gmail.com,"3325/3898, Alonkar Shopping Complex (3rd Floor), Alonkar Mour, Pahartali, Chittagong",Anita Apparels Ltd.,01714306729,346,151,300000
979,Khondakar Abdus Salam,Dhaka,anika@anikagarments.com,"I/1, Gha Part (4th Floor), Section # 2, Mirpur",Anika Garments (Pvt.) Ltd.,1713116118,494,278,80000
2586,Md. Tajul Islam,Chittagong,annexfsn@gmail.com,"P.M. Center (4th &amp; 5th Floor), 215/216, D.T. Road, Dewanhat",Annex Fashion Ltd.,1199701542,300,157,80000
3501,U.M. Ashek,Dhaka,umashek@annesha-style.com,"28 United Nations Road, Baridhara, Dhaka, Dhaka",Annesha Style Ltd.,01819248104,3000,3000,360000
3189,Mooksedul Islam,Dhaka,khokoan@gmail.com,"Plot # I/1, Gha Part, (1st Floor), Section # 2, Mirpur",Anika Apparels (Pvt) Ltd,1727360426,450,225,60000
3922,Mahmudul Hoque,Dhaka,info@anlima.com,"City Heart Building, Suite # 4/3, 67, Naya Paltan",Anlima Textile Ltd.,1711560035,2200,605,100000
1156,Jasim Uddin Ahmed,Dhaka,jasimanjumangmt@gmail.com,"Nandan Swaranika, Suite-07, House-07, Sector-01, Road-13, Uttara Model Town, Dhaka-1230, Dhaka",Anjuman Garments (Pvt.) Ltd.,01712056715,150,115,36000
5039,Md. Alamgir Hossain,Chittagong,alamgirankhiapparels@gmail.com,"The Galaxy, House # C4, 92/A, Panchlaish R/A, Panchlaish, Chittagong",Ankhi Apparels Ltd.,01713462074,350,150,166400
5553,Rafiqul Islam,Dhaka,,"Plot # I/1 (8th Floor), Section # 2, Mirpur",Anika Fashions (Pvt.) Ltd.,1727360426,440,198,80000
3039,S.M. Sadullah,Dhaka,info@akhfashions.com,"133/134, Hemayetpur, Savar",Angshuk Ltd.,,450,165,90000
4778,Irene Talukdar,Gazipur,mazidtalukdar@yahoo.com,"Khokon Complex, Chaydana, National University",Angora Fashions Ltd.,1817144712,1500,627,200000
2234,A.M. Zeaul Karim,Chittagong,,"768, D.T. Road, Askarabad, Double Mooring",Angela Fashion Limited,,246,177,18000
4555,Md. Ruhul Amin,Dhaka,an_zel@hotmail.com,"Angel Tower, Matuail, Dakhan Para, Jatrabari",Angel Sweater (BD) Ltd.,,400,400,65000
1275,Khandaker Ali Newaz,Dhaka,maruf@angelfashion-bd.com,"House # 57, Road # 03, Block-B, Section # 12, Pallabi, Dhaka",Angel Fashion,01934421254,700,250,300000
2074,Dr. M.A. Mazid Talukdar,Dhaka,mazidtalukdar@yahoo.com,"79-B, Malibagh Chowdhury Para, Malibagh",Angora Sweaters Ltd.,1817045447,1000,436,70000
2966,Inamul Haq Khan,Dhaka,inam@ananta.com.bd,"House # 2, Road # 10, Sector # 11, Uttara",Ananta Sportswear Ltd.,1711538761,3247,1425,450000
4149,Inamul Haq Khan,Dhaka,info@ananta.com.bd,"House # 2, Road # 10, Sector # 11, Uttara",Ananta Jeanswear Ltd.,1711538761,3650,1640,500000
5494,Sraif Zakir,Dhaka,info@anantahuaxiang.com,"House # 20, Road # 99,, Level # 5, Gulshan-2",Ananta Huaxiang Ltd.,1711561557,419,451,500000
4148,Mr. Inamul Haq Khan (Bablu),Dhaka,inam@ananta.com.bd,"House # 2, Road # 10, Sector # 11, B. Baria",Ananta Garments Ltd.,1713199760,3600,1427,550000
4143,Shahriar Ahmed,Dhaka,gopesh@apexholdings.com,"Shanta Skymark, (Lavel-8 to 13), 18 Gulshan Avenue, Dhaka",Apex Textile Printing Mills Ltd.,01711642203,5271,1164,5300000
5208,Abed Hassan Mahmood,Dhaka,commercial@atg-bd.com,"Sena Kallayan Bhaban, Suite # 2001, Level-20, 195 Motijheel C/A, Motijheel",Apex Knit Composite Ltd.,1720487380,350,250,400000
1276,Shahriar Ahmed,Dhaka,gopesh@apexholdings.com,"Shanta Skymark, (Lavel-8 to 13), 18 Gulshan Avenue, Dhaka",Apex Spinning & Knitting Mills Ltd.,01711642203,4955,948,2800000
3085,SHAHRIAR AHMED,Dhaka,gopesh@apexholdings.com,"Shanta Skymark, (Lavel-8 to 13), 18 Gulshan Avenue, Dhaka",Apex Lingerie Ltd.,01711642203,4636,1257,2000000
3843,Md. Shahidullah,Dhaka,anzirterrytowels@gmail.com,"Karim Super Market, Baipail, Ashulia, Savar",Anzir Apparels Ltd. (U-2),1711566826,1195,1217,350000
3309,Engr. Md. Delwar Hossain,Chittagong,giasapace@gmail.com,"436/457, Chatteswari Road, Gazi Shah Lane, Dev Pahar, Devpahar",Apace Ltd.,1819327265,250,150,50000
6231,Shahriar Ahmed,Dhaka,gopesh@apexholdings.com,"Shanta Skymark, (Lavel-8 to 13), 18 Gulshan Avenue, Dhaka",Apex Fashion Wear Ltd.,'01711642203,3947,1385,4200000
3231,Md. Shahidullah,Dhaka,anzirterrytowels@gmail.com,"Karim Super Market, Baipail, Ashulia, B. Baria",Anzir Apparels Ltd.,01711566826,1290,1238,150000
5520,Refayet Anzir Shuvo,Dhaka,,"Gazirchat, Baipail, Ashulia, Savar",Anzir Terry Towels Ltd.,1675837243,125,52,1650000
6692,Muhammad Nuruzzaman,Gazipur,zaman@anrfashion.com,"Deger Chala Road, National University, Gazipur",ANR Fashion Wear Ltd.,01711329963,450,124,300000
3380,Yakub Ali,Chittagong,yasinali@valiantbd.com,"1182, Jublee Road, ",Anowara Fashions Ltd.,1711721784,500,250,60000
3245,Md. Abdul Halim Sajjad,Dhaka,mamun@anupom.net,"Tamanna Complex (3rd Floor), CB-288, Kachukhet, Cantonment",Anupom Fashion Wear Ltd.,1819227779,300,154,40000
1001,S.M. Amzad Hossain,Dhaka,amzad@almuslimgroup.netup.net,"1101, D.I.T Road, Malibagh Chowdhury Para, Dhaka",Anupam Hosiery Inds (Pvt) Ltd.,01711566511,3000,1560,66500
4552,Mohammed Isa,Chittagong,mumon2001@yahoo.com,"1558, Access Road, Agrabad",Anza Textile Ltd.,1678062310,50,120,114000
6204,Md. Mahbub Alam,Dhaka,anowargroup2hotmail.com,"City Heart, 67 Naya palton (VIP Roar), Paltan",Anowara knit Composite Ltd.,1711560117,1500,446,1000000
2837,M. Ali Akbar,Dhaka,antimknitting@yahoo.com,"39, Dilkusha C/A (4th Floor), Motijheel",Antim Knitting Dyeing & Finising Ltd.,,500,350,900000
3316,Shamsul Ahsan Kamal,Dhaka,asl-com@bdonline.com,"Alien Hyde Park, (1st Floor), House # 94/2, Road # 10, Block # D, Niketon, Gulshan-1",Anupam Sweater Ltd.,1711529055,1540,1300,50000
4209,Jasim Uddin  Ahmed Chowdhury,Chittagong,jasimfrank@icloud.com,"280/D, Nasirabad I/A, Baizid Bostami road, Nasirabad",Anowara Dress Makers Ltd.,1715047444,1100,795,2680000
1059,Yasin Ali,Chittagong,yasinali@valiantbd.com,"1182, Jubilee Road",Anowara Apparels Ltd.,1711721785,250,150,50000
6005,Alhaz Md. Jalal Uddin,Dhaka,,"House # 30, Road # 3/F, Sector # 09, Uttara",Anon Tex Knit Tex Ltd.,,800,500,300000
889,Saifur Rahaman,Dhaka,applique@citechco.net,"2/F-2, Golden Street, Ring Road, Shamoli",Applique Fashionwear Ltd.,,600,200,1400000
3583,Md. Monir Hossain,Dhaka,m-rahman@faiyaz-group.com,"888, Shewrapara Rokeya Sharani, Mirpur",Apparels Village Ltd.,1711523803,1600,750,600000
5439,Iqbal Khan Zahid,Dhaka,standardcollectionbd@gmail.com,"35, DIT Road (3rd Fl), Malibagh Chowdhury Para, Malibagh",Apparels Exporters,1711533962,520,1000,62500
5987,Abu Sayed Masum Haider,Dhaka,masum@nhk-ast.com,"122/A, Tejgaon I/A,, Dhaka",Appear Composite Fashion Ltd.,01713093750,250,200,13000
4558,F.M. Kabir Mohiuddin,Dhaka,lithe@lithegroup.com,"Plot No#56, Road No#02, Sector#03, Uttara C/A, Uttara, Dhaka-1230, Bangladesh, B. Baria",Apparel-21 Ltd.,,1950,660,1058550
4401,A.K.M. Harunor Rashid,Dhaka,info@appareltodayltd.com,"Plot # 1, Road # 1, Turag Housing, Beribandh, Mohammadpur",Apparel Today Ltd.,1819211970,1230,433,150000
4930,Md. Shariful Alam Chowdhury,Gazipur,apparel.bangla@yahoo.com,"Hasib Plaza, 40/2B, T&amp;T Bazar, Morkun, Tongi",Apparels Bangla Sourcing Ltd.,1714133288,90,77,8300
3486,Kader Nawaz Chowdhury,Chittagong,,"436/457, Gazi Shah Lane, Chatteshari Road, ",Apparel Options (Pvt) Ltd.,,140,80,36000
3153,Md. Iqbal Hossain,Dhaka,iqbal@patriotgroupbd.com,"430/1/A, Tejgaon I/A, Tejgaon",Apparel Stitch Ltd.,1713008830,943,360,144000
4577,A.K. Azad,Dhaka,hameem@citechco.net,"387, Tejgaon I/A, Dhaka 1208Dhaka, B. Baria",Apparel Gallery Ltd.,1711520863,7560,596,1456000
5862,Shahadat Hossain Shamim,Gazipur,,"Holding # She-18, Dilan Complex,, Chandona Cowrasta, Dhaka Road,, Chandana",Apparel Plus Ltd.,1713006229,965,794,2100000
3403,Md. Ashraf Ali Khan,Dhaka,,"House # 82 (3rd Floor), New Airport Road, Banani",Apparel Industry Ltd.,1716087276,0,0,0
3110,Md. Mujibur Rahman,Chittagong,,"1670/2091, West Sholashahar, Aturar Depot",Apparel Promoters Ltd.,,416,73,80000
1263,Zainul Huda,Dhaka,zainul@bdmail.net,"2/C, Darus Salam Road, Section # 1, Mirpur",Apparel Export Ltd.,1711790319,600,400,75000
2690,S.M. Sayeedul Hoque,Chittagong,,"590, Colonel Jhones Road, Uttar Kattali, Pahartoli",Apparel Fair Ltd.,,153,87,80000
1316,Md. Nazrul Islam Azad,Dhaka,apparelcraft@siriusbb.com,"G.P. GA - 185/A, School Road, Mohakhali",Apparel Crafts Ltd.,1711869947,519,226,156000
6853,Imtiaz Ahmed,Dhaka,mitoo@kims-co.com,"Zinzira, Birulia, Savar, Dhaka",Apical Industries Ltd.,01819238373,513,417,125000
2624,Md. Harun-Ar-Rashid,Dhaka,apexmail@apex-tg.net,"Bana Shilpa Bhaban (9th Floor), 73, Motijheel C/A, Motijheel",Apex Weaving & Finishing Mills Ltd.,1711567888,705,380,635000
6551,Sayed Fariduzzaman,Dhaka,shakil@beximtex.com,"24(New) 17 (old) , Bir Uttam M.A.. Rob Sarak, Road 02, Dhanmondi, Dhaka",Apollo Apparels Limited,09609655555,2545,200,9500000
1663,Md. Amzad Hossain,Dhaka,,"164, South Pererbagh, Mirpur",Arcadia Apparels Ltd.,1715615093,300,128,30000
6631,Md. Ziaul Hasan,Gulshan-1,arif@arbellafashion.com,"Road-124, House-15, Flat-B2, Gulshan-1, Dhaka",Arbella Fashion Ltd.,01713035637,41,974,425010
880,Anjan Shekhar Das,Chittagong,apollo@ctpath.net,"1 &amp; 4, CDA Momin Road (2nd &amp; 5th Floor), Jamal Khan",Apollo Sewing & Garments Ltd.,1711720484,480,283,240000
5969,Raqien Karim,Dhaka,,"55, Suhrawardi Avenue, Baridhara",Arcorp Denim Ltd.,1616660555,100,777,240000
353,A.M. Mahbub Chowdhury,Chittagong,,"Luna Chamber, 1060 Goshildanga,, Double Mooring",Arafat Fashion Garments Ltd.,1711761189,350,140,15000
4180,Md. Abdul Ahad Ansary,Dhaka,arzu-rk@yahoo.com,"House # 8, Road # 24, Aven # 5 (4th Floor), Section # 11, Modina Nagor, Pallabi, Mirpur",ARBA Garments & Industry Ltd.,,499,186,650000
5639,Md. Shafiul Islam,Dhaka,,"95/B DIT Road, Rampura",AR Style Ltd.,1713099758,300,197,45000
4841,Md. Abul Hossain (Abu),Dhaka,,"House # 9, Road # 20, Sector # 13, Uttara",Arabee Knitwear Ltd.,1711683107,290,179,0
5951,Md. Golam Saroar,Dhaka,bablu@nhk-ast.com,"122/A, Tejgaon I/A, Dhaka",Arabi Fashion Ltd.,01711530599,1637,827,940000
6784,Rashed Yousuf,Chittagong,aqshafashions@gmail.com,"175/A/186, Sk. Mujib Road, Agrabad C/A, Double Mooring, Chittagong",Aqsha Fashions Limited,01819559883,478,198,240000
4390,Runa Layla,Chittagong,aptintl@bbts.net,"Yakub Plaza (5th Floor), 1, P.C. Road, Nimtala, Bandar",Apt International Ltd.,1710841747,450,200,50000
5203,Md. Shamim Reza,Dhaka,hasib@aps-group.org,"Holding # 106, Word # 5, Baitur Rahmat, Jame Mosque Road, East Faidabad (Atipara), Dhakkhin Khan, Uttara",APS Holdings Ltd.,1730303077,474,265,390000
5002,Md. Shamim Reza,Dhaka,hasib@aps-group.org,"Holding # 106, East Faridabad, Baitul Rahmat Jame Mosque Road, Dakhinkhan, Uttara",Aps Clothing Ltd.,1841303077,526,215,390000
5877,Md. Shamim Reza,Dhaka,hasib@aps-group.org,"Holding # 106, Ward # 05, Baitur Rahmat Jame Mosque Road,, East Faidabad,, Dakkhin Khan",APS Knit Composite Ltd.,1730303077,576,382,650000
2540,S.M. Jahangir Alam,Chittagong,aptfas@bbts.net,"Yakub Plaza (1st Floor), 1, Port Connecting Road, Nimtala, Bandar",APT Fashion Wear (Pvt) Ltd.,,750,450,60000
6310,Md. Nazmul Kabir,Savar,nazmul@fashionglobe-bd.com,"Kathgora, Zirabo, Ashulia, Dhaka",AR Jeans Producer Ltd.,8801708831001,2850,0,748800
5286,Haji Abdul Majid Mondol,Dhaka,info@mondol.net,"Siaam Tower, Plot # 15, Level # 9 &amp; 10, Sector # 3, Uttara",Appollo Knitwear (BD) Ltd.,1711591138,460,224,600000
2930,Md. Shamim Reza,Dhaka,ali@aps-group.org,"Holding # 106, East Faridabad, Baitul Jame Mosque Road, Dakhinkhan, Uttara",APS Apparels Ltd.,1841303077,539,376,390000
819,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Pantha Path",Armour Garments Ltd.,1711525717,363,100,120000
5555,Md. Nasir Uddin,Dhaka,nasir@sadmafashion.com,"House # 20, Road # 1/A, Sector # 9, Uttara, Dhaka",Appropriate Apparels Ltd.,01713245588,320,158,250000
3855,Md. Ali Ahsan,Gazipur,aprilfs@dhaka.net,"Plot # 129,, Khapara Road, Tongi",April Fashions Ltd.,1711680506,775,650,60000
3030,Abdul Momin Mondol,Dhaka,commercial@mondol.net,"Siaam Tower (Level 9th &amp; 10th), Plot # 15, Sector # 3, Uttara Model Town, Uttara",Appolo Fashions Ltd.,1711591138,600,250,250000
2297,Zakaria Taher,Dhaka,zaman@armanagroup.com,"House # 26, Road # 71, Gulshan-2",Armana Fashions Limited,1711647287,1050,500,200000
4735,Kh. Mohidur Rahman,Gazipur,kmrahman_ark@yahoo.com,"Kolmeshar Battala Road, National University, Board Bazar",ARK Pullover Ltd.,1711566301,850,424,60000
6668,Md. Nafis Sikder,Dhaka,palmalexport@palmalgarments.com,"Confidence Center, 9/Kha, Shahazadpur,, Dhaka",Arkay Knit Dyeing Mills Ltd.,01714097811,1346,715,1300000
3278,Jahangir Hossain,Dhaka,armin@bdmail.net,"House#32, Road#04, Block-B, Kamal, Ward No.07, Dairy Farm, Savar, Dhaka-1341, B. Baria",Armin Sweaters (BD) Ltd.,,270,180,30000
3448,M. A.  Mannan,Dhaka,mannan@rizonasweaterbd.com,"17, Sujat Nagar, Section # 12, Pallabi, Mirpur",Arizona Sweater Ltd.,1711521904,2600,1400,167000
972,A.R. Lasker,Chittagong,lasker@spnetctg.com,"Mannan Bhaban (1st Floor), 156, Nur Ahmed Sarak, Kotawali",ARL Apparels Ltd.,,250,150,60000
3125,A.R. Lasker,Chittagong,lasker@spnetctg.com,"234, Jubilee Road, Kotawali",ARL Dresses Ltd.,,147,52,0
3588,Zakaria Taher,Dhaka,zaman@armanagroup.com,"House # 26, Road # 71, Gulshan-2",Armana Apparels Ltd.,1711647287,840,400,150000
4232,A.H.M. Monirul Islam,Dhaka,commercial@aristo.com.bd,"15/4-5, Shahid Nazrul Islam Sarak, (Old Hatkhola Road), ",Aristo Fashions Ltd.,,500,230,33400
3919,Md. Moniruzzaman,Dhaka,,"1069, Shewrapa, Mirpur",Aristocral Sweater & Dyeing Ind. Ltd.,,550,300,60000
2154,Nazrul Islam,Chittagong,arefin@arefingroupbd.com,"107/112, Nazrul Market, Chawk Bazar",Arefin Textile Mills Ltd.,1819325240,990,360,900000
2788,Mohammad Atique,Chittagong,klarion@fnfbd.net,"House # 137 (2nd Floor), Road # 2 GA, Sugandha H/S, Panchlaish",Arion Dresses Ltd.,1819315337,650,210,400000
2342,Md. Abdul Kader,Chittagong,,"Hossain Complex (3rd Floor), 1956/A, South Halishaher, Pahartoli",Aries Apparels Limited,,0,85,14000
5735,Kazi Arfanur Rahman,Dhaka,,"House # 57 (4th Floor), Road # 5, DOHS Banani, Banani",Arina International Ltd.,1720619278,255,120,20000
332,Mohammed Naser,Chittagong,argenta_bd@yahoo.com,"4/1, Abdul Hamid Road (1st Floor), Sholak Bahar, Mirzapool, Panchlaish",Argenta Garment Inds. Ltd.,1712090940,250,240,48000
5637,Md. Haroon or Rashid,Dhaka,haroonorrashid@gmail.com,"House # 3, Road # 12, Block - C , Section- 06, Mirpur",ARH Knit Composite Ltd.,1711525656,300,136,9600
42,Md. Abu Sina,Dhaka,abusina2002@yahoo.com,"House # 1343, Road # 13, Avenue 2/A, Mirpur DOHS, Dhaka",Areana Garments Ltd,01711671311,275,100,25000
6718,Rezaur Rahim Chowdhury,Cumilla,zamilchowdhhury70@gmai.com,"Vatpara, Donpur, Sadar South, Comilla",Ashraf-UL Sweater (Pvt.) Ltd.,01819159970,82,100,12480
3019,Md. Abul Kalam,Dhaka,info@chaity.com,"House # 8, Road # 13, Sector # 3, Uttara",Ashique Fashionwear Ltd.,1819220961,490,280,105000
3047,Md. Abul Kalam,Dhaka,info@chaity.com,"House # 8, Road # 13, Sector # 3, Uttara",Ashique Jeans Apparels Ltd.,1819220961,510,295,115000
4784,Gazi Abdullah,Dhaka,arvatextile@gmail.com,"Dhaka Trade Centre, Suite # G15, 99, Kazi Nazrul Islam Avenue, Karwan Bazar",Arva Textile Ltd.,1915449444,453,280,150000
2692,Mohammad Shaheen,Dhaka,shahmo35@gmail.com,"2/1, East Rampura (2nd to 5th Floor), DIT Road, Rampura",Ashiana Garments Industries Ltd.,1713313268,447,283,100000
